Uid,Pid,Time
683,2591,2012-05-26 21:19:00
731,3482,2012-05-26 21:21:00
839,2044,2012-05-26 21:21:00
1066,4459,2012-05-26 21:23:00
269,3388,2012-05-26 21:23:00
1018,3890,2012-05-26 21:25:00
499,606,2012-05-26 21:26:00
584,4146,2012-05-26 21:26:00
1083,122,2012-05-26 21:27:00
475,234,2012-05-26 21:28:00
913,493,2012-05-26 21:29:00
249,278,2012-05-26 21:29:00
157,2681,2012-05-26 21:30:00
157,4935,2012-05-26 21:30:00
322,200,2012-05-26 21:31:00
866,3492,2012-05-26 21:32:00
104,3484,2012-05-26 21:33:00
112,1933,2012-05-26 21:33:00
869,34,2012-05-26 21:36:00
170,3781,2012-05-26 21:37:00
525,1477,2012-05-26 21:39:00
658,2971,2012-05-26 21:39:00
1051,4975,2012-05-26 21:42:00
184,4621,2012-05-26 21:44:00
966,2705,2012-05-26 21:44:00
1002,4523,2012-05-26 21:45:00
370,1966,2012-05-26 21:48:00
683,3491,2012-05-26 21:48:00
995,4384,2012-05-26 21:53:00
914,2439,2012-05-26 21:53:00
643,3949,2012-05-26 21:54:00
475,4083,2012-05-26 21:54:00
174,4651,2012-05-26 21:55:00
256,806,2012-05-26 21:55:00
871,255,2012-05-26 21:56:00
475,582,2012-05-26 21:59:00
475,4989,2012-05-26 21:59:00
718,2098,2012-05-26 21:59:00
499,1161,2012-05-26 22:00:00
1051,2117,2012-05-26 22:01:00
931,2297,2012-05-26 22:01:00
746,2312,2012-05-26 22:01:00
426,4489,2012-05-26 22:02:00
526,1642,2012-05-26 22:07:00
139,3382,2012-05-26 22:09:00
870,1697,2012-05-26 22:11:00
673,66,2012-05-26 22:13:00
718,2236,2012-05-26 22:13:00
85,251,2012-05-26 22:14:00
157,4392,2012-05-26 22:15:00
600,1916,2012-05-26 22:15:00
563,3948,2012-05-26 22:16:00
938,1504,2012-05-26 22:17:00
531,3297,2012-05-26 22:17:00
176,2555,2012-05-26 22:17:00
67,2236,2012-05-26 22:18:00
1051,4928,2012-05-26 22:18:00
546,194,2012-05-26 22:20:00
546,2741,2012-05-26 22:21:00
397,1590,2012-05-26 22:22:00
258,701,2012-05-26 22:22:00
549,179,2012-05-26 22:23:00
510,1136,2012-05-26 22:25:00
1051,4828,2012-05-26 22:27:00
746,4916,2012-05-26 22:27:00
959,1620,2012-05-26 22:27:00
54,4918,2012-05-26 22:29:00
521,3292,2012-05-26 22:29:00
196,2131,2012-05-26 22:30:00
108,4409,2012-05-26 22:32:00
51,1554,2012-05-26 22:34:00
756,3873,2012-05-26 22:34:00
530,4856,2012-05-26 22:37:00
258,3767,2012-05-26 22:40:00
213,1627,2012-05-26 22:40:00
504,2322,2012-05-26 22:40:00
176,2766,2012-05-26 22:40:00
227,4378,2012-05-26 22:41:00
954,5079,2012-05-26 22:47:00
747,178,2012-05-26 22:48:00
747,1263,2012-05-26 22:48:00
442,5048,2012-05-26 22:50:00
346,4607,2012-05-26 22:51:00
369,1704,2012-05-26 22:51:00
157,4306,2012-05-26 22:55:00
574,387,2012-05-26 22:57:00
414,1643,2012-05-26 22:57:00
111,2673,2012-05-26 22:58:00
519,2065,2012-05-26 23:01:00
731,4653,2012-05-26 23:01:00
1061,1327,2012-05-26 23:01:00
459,3926,2012-05-26 23:02:00
152,4741,2012-05-26 23:07:00
966,4365,2012-05-26 23:11:00
619,5106,2012-05-26 23:13:00
176,2401,2012-05-26 23:14:00
965,2725,2012-05-26 23:14:00
1048,1994,2012-05-26 23:16:00
637,1104,2012-05-26 23:17:00
705,607,2012-05-26 23:20:00
624,2780,2012-05-26 23:22:00
174,3271,2012-05-26 23:22:00
536,554,2012-05-26 23:22:00
461,2814,2012-05-26 23:22:00
461,4124,2012-05-26 23:23:00
4,3614,2012-05-26 23:24:00
461,4919,2012-05-26 23:24:00
3,5080,2012-05-26 23:24:00
3,1968,2012-05-26 23:24:00
461,4557,2012-05-26 23:24:00
795,1733,2012-05-26 23:26:00
461,5082,2012-05-26 23:27:00
769,3892,2012-05-26 23:33:00
601,1840,2012-05-26 23:33:00
1033,2556,2012-05-26 23:39:00
258,2775,2012-05-26 23:42:00
637,1418,2012-05-26 23:42:00
442,1566,2012-05-26 23:44:00
852,1170,2012-05-26 23:44:00
616,806,2012-05-26 23:45:00
139,5102,2012-05-26 23:46:00
805,132,2012-05-26 23:46:00
219,1057,2012-05-26 23:46:00
673,1544,2012-05-26 23:49:00
184,3188,2012-05-26 23:53:00
859,1765,2012-05-26 23:55:00
830,2042,2012-05-26 23:55:00
7,2601,2012-05-26 23:55:00
904,3519,2012-05-26 23:56:00
127,3996,2012-05-26 23:56:00
45,1784,2012-05-27 00:00:00
885,2193,2012-05-27 00:02:00
353,3594,2012-05-27 00:05:00
904,1469,2012-05-27 00:05:00
959,1711,2012-05-27 00:07:00
959,3258,2012-05-27 00:07:00
733,3209,2012-05-27 00:09:00
995,341,2012-05-27 00:09:00
794,2812,2012-05-27 00:10:00
184,2635,2012-05-27 00:11:00
162,3482,2012-05-27 00:12:00
64,2557,2012-05-27 00:14:00
407,3625,2012-05-27 00:15:00
51,3825,2012-05-27 00:15:00
196,2236,2012-05-27 00:15:00
162,3541,2012-05-27 00:15:00
624,4558,2012-05-27 00:17:00
472,2532,2012-05-27 00:18:00
955,2432,2012-05-27 00:18:00
532,2331,2012-05-27 00:18:00
25,1685,2012-05-27 00:20:00
25,938,2012-05-27 00:20:00
49,1608,2012-05-27 00:20:00
532,1673,2012-05-27 00:20:00
689,72,2012-05-27 00:20:00
532,963,2012-05-27 00:22:00
375,2556,2012-05-27 00:22:00
795,4776,2012-05-27 00:23:00
823,4368,2012-05-27 00:23:00
219,818,2012-05-27 00:25:00
966,234,2012-05-27 00:26:00
949,2151,2012-05-27 00:28:00
487,1788,2012-05-27 00:28:00
986,3348,2012-05-27 00:28:00
205,4023,2012-05-27 00:29:00
284,4219,2012-05-27 00:31:00
782,3749,2012-05-27 00:32:00
355,2334,2012-05-27 00:35:00
966,17,2012-05-27 00:35:00
535,4768,2012-05-27 00:36:00
966,3528,2012-05-27 00:39:00
843,1299,2012-05-27 00:39:00
425,4865,2012-05-27 00:40:00
204,4243,2012-05-27 00:41:00
966,2403,2012-05-27 00:42:00
795,2635,2012-05-27 00:45:00
176,2094,2012-05-27 00:54:00
284,3464,2012-05-27 00:55:00
13,2871,2012-05-27 00:57:00
667,2708,2012-05-27 00:57:00
45,1299,2012-05-27 01:00:00
967,4847,2012-05-27 01:01:00
414,4737,2012-05-27 01:01:00
967,230,2012-05-27 01:01:00
492,1221,2012-05-27 01:07:00
271,2015,2012-05-27 01:10:00
501,4657,2012-05-27 01:11:00
718,4892,2012-05-27 01:13:00
716,3198,2012-05-27 01:14:00
538,3606,2012-05-27 01:15:00
2,2802,2012-05-27 01:15:00
770,3715,2012-05-27 01:20:00
91,489,2012-05-27 01:21:00
1002,1173,2012-05-27 01:23:00
716,500,2012-05-27 01:24:00
731,1916,2012-05-27 01:28:00
888,3412,2012-05-27 01:28:00
729,1099,2012-05-27 01:29:00
550,279,2012-05-27 01:29:00
716,3923,2012-05-27 01:30:00
716,4510,2012-05-27 01:30:00
463,1730,2012-05-27 01:31:00
830,128,2012-05-27 01:31:00
1002,164,2012-05-27 01:33:00
143,3069,2012-05-27 01:35:00
593,5028,2012-05-27 01:35:00
162,37,2012-05-27 01:36:00
619,3160,2012-05-27 01:36:00
532,2976,2012-05-27 01:38:00
260,3329,2012-05-27 01:38:00
532,2771,2012-05-27 01:39:00
594,2549,2012-05-27 01:44:00
318,3022,2012-05-27 01:44:00
352,1240,2012-05-27 01:49:00
969,1765,2012-05-27 01:52:00
1011,2070,2012-05-27 01:52:00
232,3336,2012-05-27 01:55:00
2,4865,2012-05-27 01:56:00
989,3444,2012-05-27 01:56:00
2,4865,2012-05-27 01:56:00
1051,2271,2012-05-27 01:57:00
503,4479,2012-05-27 02:01:00
908,4730,2012-05-27 02:03:00
864,1299,2012-05-27 02:04:00
716,306,2012-05-27 02:04:00
731,3851,2012-05-27 02:04:00
1033,5028,2012-05-27 02:05:00
673,1182,2012-05-27 02:07:00
161,3169,2012-05-27 02:09:00
18,1765,2012-05-27 02:10:00
165,3663,2012-05-27 02:20:00
165,2592,2012-05-27 02:21:00
174,4651,2012-05-27 02:21:00
685,4250,2012-05-27 02:22:00
685,740,2012-05-27 02:22:00
151,1052,2012-05-27 02:24:00
104,4977,2012-05-27 02:25:00
869,4219,2012-05-27 02:25:00
666,4445,2012-05-27 02:28:00
666,2770,2012-05-27 02:28:00
196,1137,2012-05-27 02:30:00
1015,301,2012-05-27 02:32:00
1015,768,2012-05-27 02:39:00
509,2180,2012-05-27 02:40:00
747,888,2012-05-27 02:40:00
51,1554,2012-05-27 02:41:00
139,1007,2012-05-27 02:43:00
949,1610,2012-05-27 02:43:00
795,1245,2012-05-27 02:43:00
139,3151,2012-05-27 02:43:00
795,502,2012-05-27 02:43:00
139,233,2012-05-27 02:44:00
561,2131,2012-05-27 02:46:00
499,2667,2012-05-27 02:49:00
594,4844,2012-05-27 02:50:00
174,345,2012-05-27 02:51:00
165,3315,2012-05-27 02:53:00
411,713,2012-05-27 02:54:00
532,149,2012-05-27 02:55:00
532,4572,2012-05-27 02:55:00
532,2448,2012-05-27 02:56:00
532,4119,2012-05-27 02:56:00
269,1718,2012-05-27 02:58:00
733,1024,2012-05-27 03:01:00
794,2158,2012-05-27 03:01:00
375,2103,2012-05-27 03:05:00
151,1403,2012-05-27 03:11:00
546,53,2012-05-27 03:14:00
868,4343,2012-05-27 03:16:00
700,4741,2012-05-27 03:28:00
418,2616,2012-05-27 03:28:00
575,1069,2012-05-27 03:30:00
410,4920,2012-05-27 03:35:00
410,5121,2012-05-27 03:35:00
410,2560,2012-05-27 03:35:00
410,4482,2012-05-27 03:36:00
1045,1964,2012-05-27 03:37:00
876,66,2012-05-27 03:43:00
832,2518,2012-05-27 03:43:00
1015,3506,2012-05-27 03:47:00
67,3742,2012-05-27 03:47:00
593,872,2012-05-27 03:50:00
407,690,2012-05-27 03:52:00
1048,3678,2012-05-27 03:58:00
851,15,2012-05-27 03:59:00
346,3514,2012-05-27 04:02:00
366,2801,2012-05-27 04:11:00
794,4567,2012-05-27 04:19:00
375,2642,2012-05-27 04:21:00
794,2517,2012-05-27 04:29:00
427,1161,2012-05-27 04:30:00
376,2357,2012-05-27 04:53:00
823,4436,2012-05-27 05:01:00
823,1989,2012-05-27 05:01:00
1029,413,2012-05-27 05:11:00
927,3119,2012-05-27 05:27:00
901,4,2012-05-27 05:27:00
866,1698,2012-05-27 05:29:00
757,1765,2012-05-27 05:32:00
362,630,2012-05-27 05:32:00
546,3160,2012-05-27 05:38:00
645,1056,2012-05-27 05:46:00
271,3418,2012-05-27 05:52:00
645,3895,2012-05-27 05:57:00
546,5106,2012-05-27 06:00:00
427,817,2012-05-27 06:09:00
418,4665,2012-05-27 06:12:00
418,3142,2012-05-27 06:13:00
997,698,2012-05-27 06:17:00
637,303,2012-05-27 06:18:00
64,1142,2012-05-27 06:23:00
696,2389,2012-05-27 06:38:00
696,4609,2012-05-27 06:38:00
425,2306,2012-05-27 06:46:00
787,1671,2012-05-27 06:49:00
787,699,2012-05-27 06:54:00
64,4665,2012-05-27 07:02:00
176,3485,2012-05-27 07:26:00
992,248,2012-05-27 07:36:00
475,582,2012-05-27 07:38:00
475,4989,2012-05-27 07:38:00
454,3496,2012-05-27 07:39:00
454,62,2012-05-27 07:39:00
454,1210,2012-05-27 07:39:00
454,2369,2012-05-27 07:39:00
64,1646,2012-05-27 07:42:00
462,3778,2012-05-27 07:42:00
55,1297,2012-05-27 07:47:00
174,5106,2012-05-27 07:49:00
754,1226,2012-05-27 07:53:00
436,759,2012-05-27 07:58:00
1010,2645,2012-05-27 07:59:00
176,1500,2012-05-27 08:04:00
111,2673,2012-05-27 08:07:00
72,5125,2012-05-27 08:08:00
643,4794,2012-05-27 08:09:00
661,4198,2012-05-27 08:09:00
687,3603,2012-05-27 08:10:00
823,2656,2012-05-27 08:13:00
1030,926,2012-05-27 08:22:00
720,4119,2012-05-27 08:22:00
139,4212,2012-05-27 08:24:00
850,3815,2012-05-27 08:24:00
139,2326,2012-05-27 08:24:00
436,4817,2012-05-27 08:29:00
532,3076,2012-05-27 08:30:00
532,3016,2012-05-27 08:30:00
532,4148,2012-05-27 08:30:00
425,1053,2012-05-27 08:31:00
532,149,2012-05-27 08:31:00
176,2355,2012-05-27 08:32:00
805,1969,2012-05-27 08:33:00
985,4909,2012-05-27 08:34:00
436,721,2012-05-27 08:35:00
564,3690,2012-05-27 08:36:00
564,4201,2012-05-27 08:36:00
943,5108,2012-05-27 08:37:00
395,4441,2012-05-27 08:37:00
546,1503,2012-05-27 08:39:00
487,2368,2012-05-27 08:41:00
657,3839,2012-05-27 08:41:00
769,1589,2012-05-27 08:47:00
998,4727,2012-05-27 08:48:00
998,4061,2012-05-27 08:48:00
941,1511,2012-05-27 08:49:00
142,1719,2012-05-27 08:51:00
633,3266,2012-05-27 08:51:00
454,5097,2012-05-27 08:52:00
454,3244,2012-05-27 08:52:00
454,3441,2012-05-27 08:53:00
647,4488,2012-05-27 08:53:00
454,1169,2012-05-27 08:53:00
395,4665,2012-05-27 08:56:00
395,4190,2012-05-27 08:57:00
638,3400,2012-05-27 08:57:00
523,2675,2012-05-27 08:58:00
523,3520,2012-05-27 08:58:00
622,631,2012-05-27 08:59:00
308,1085,2012-05-27 09:05:00
596,2228,2012-05-27 09:06:00
521,3292,2012-05-27 09:09:00
421,2421,2012-05-27 09:09:00
807,3626,2012-05-27 09:10:00
295,1459,2012-05-27 09:11:00
729,1099,2012-05-27 09:12:00
517,1161,2012-05-27 09:13:00
913,4699,2012-05-27 09:14:00
515,1254,2012-05-27 09:14:00
4,1904,2012-05-27 09:16:00
487,2475,2012-05-27 09:17:00
145,1392,2012-05-27 09:19:00
487,3528,2012-05-27 09:20:00
176,2093,2012-05-27 09:22:00
1066,386,2012-05-27 09:22:00
574,2113,2012-05-27 09:23:00
739,3278,2012-05-27 09:23:00
155,3556,2012-05-27 09:24:00
155,2016,2012-05-27 09:27:00
72,5044,2012-05-27 09:27:00
893,1771,2012-05-27 09:29:00
196,1137,2012-05-27 09:30:00
900,1856,2012-05-27 09:30:00
1030,2118,2012-05-27 09:31:00
149,4147,2012-05-27 09:31:00
534,1810,2012-05-27 09:32:00
89,2544,2012-05-27 09:32:00
1036,274,2012-05-27 09:32:00
155,4617,2012-05-27 09:32:00
1080,649,2012-05-27 09:34:00
1080,588,2012-05-27 09:35:00
1080,4807,2012-05-27 09:35:00
645,4874,2012-05-27 09:35:00
1080,2669,2012-05-27 09:36:00
1080,4153,2012-05-27 09:36:00
466,4365,2012-05-27 09:40:00
91,253,2012-05-27 09:42:00
155,4489,2012-05-27 09:43:00
454,3631,2012-05-27 09:45:00
454,3319,2012-05-27 09:45:00
67,4354,2012-05-27 09:46:00
155,4794,2012-05-27 09:51:00
351,3107,2012-05-27 09:55:00
60,2720,2012-05-27 09:55:00
868,160,2012-05-27 09:56:00
296,1636,2012-05-27 09:56:00
631,378,2012-05-27 09:57:00
176,231,2012-05-27 09:57:00
155,156,2012-05-27 09:57:00
296,2843,2012-05-27 09:58:00
296,3268,2012-05-27 09:59:00
296,3268,2012-05-27 10:00:00
296,777,2012-05-27 10:01:00
25,2514,2012-05-27 10:01:00
412,2396,2012-05-27 10:03:00
519,4653,2012-05-27 10:03:00
296,196,2012-05-27 10:03:00
88,2693,2012-05-27 10:04:00
705,1041,2012-05-27 10:07:00
525,1477,2012-05-27 10:10:00
393,4098,2012-05-27 10:11:00
742,420,2012-05-27 10:14:00
153,2452,2012-05-27 10:17:00
893,4952,2012-05-27 10:17:00
281,410,2012-05-27 10:19:00
162,888,2012-05-27 10:20:00
954,1922,2012-05-27 10:20:00
60,1088,2012-05-27 10:20:00
524,4343,2012-05-27 10:21:00
1059,945,2012-05-27 10:21:00
4,2836,2012-05-27 10:22:00
688,496,2012-05-27 10:25:00
395,2683,2012-05-27 10:26:00
868,4343,2012-05-27 10:26:00
303,4794,2012-05-27 10:27:00
11,1555,2012-05-27 10:30:00
176,846,2012-05-27 10:30:00
661,3380,2012-05-27 10:30:00
635,1830,2012-05-27 10:32:00
433,2867,2012-05-27 10:36:00
91,3656,2012-05-27 10:38:00
324,4974,2012-05-27 10:41:00
1032,3249,2012-05-27 10:41:00
544,1676,2012-05-27 10:44:00
230,689,2012-05-27 10:44:00
211,2062,2012-05-27 10:47:00
908,3546,2012-05-27 10:48:00
106,366,2012-05-27 10:49:00
908,3746,2012-05-27 10:49:00
908,1970,2012-05-27 10:49:00
982,3749,2012-05-27 10:50:00
365,1728,2012-05-27 10:51:00
387,4481,2012-05-27 10:51:00
982,3281,2012-05-27 10:51:00
60,4599,2012-05-27 10:51:00
668,1504,2012-05-27 10:52:00
1030,926,2012-05-27 10:53:00
953,1823,2012-05-27 10:53:00
953,295,2012-05-27 10:53:00
365,2126,2012-05-27 10:55:00
721,453,2012-05-27 10:55:00
975,1829,2012-05-27 10:57:00
524,2790,2012-05-27 10:59:00
475,2841,2012-05-27 11:01:00
661,2811,2012-05-27 11:02:00
174,5042,2012-05-27 11:03:00
800,1338,2012-05-27 11:04:00
475,4083,2012-05-27 11:06:00
524,4147,2012-05-27 11:06:00
396,2400,2012-05-27 11:06:00
524,602,2012-05-27 11:10:00
920,2162,2012-05-27 11:10:00
534,2513,2012-05-27 11:13:00
582,654,2012-05-27 11:13:00
906,4263,2012-05-27 11:14:00
961,4271,2012-05-27 11:16:00
663,3802,2012-05-27 11:16:00
393,1001,2012-05-27 11:21:00
429,4948,2012-05-27 11:22:00
120,825,2012-05-27 11:22:00
997,4301,2012-05-27 11:25:00
1042,1229,2012-05-27 11:25:00
493,888,2012-05-27 11:26:00
997,2186,2012-05-27 11:26:00
513,1148,2012-05-27 11:28:00
487,2613,2012-05-27 11:29:00
907,1679,2012-05-27 11:29:00
142,3492,2012-05-27 11:29:00
196,4665,2012-05-27 11:30:00
407,1749,2012-05-27 11:31:00
826,4932,2012-05-27 11:31:00
26,888,2012-05-27 11:33:00
36,888,2012-05-27 11:37:00
995,2478,2012-05-27 11:37:00
658,2567,2012-05-27 11:38:00
429,1488,2012-05-27 11:38:00
838,4147,2012-05-27 11:39:00
3,1968,2012-05-27 11:41:00
25,4713,2012-05-27 11:41:00
343,3141,2012-05-27 11:42:00
968,4665,2012-05-27 11:45:00
1051,2929,2012-05-27 11:45:00
155,380,2012-05-27 11:46:00
51,1554,2012-05-27 11:50:00
673,2559,2012-05-27 11:51:00
871,2773,2012-05-27 11:51:00
429,3179,2012-05-27 11:51:00
104,3177,2012-05-27 11:52:00
781,2975,2012-05-27 11:59:00
465,1440,2012-05-27 11:59:00
176,3954,2012-05-27 11:59:00
647,2301,2012-05-27 11:59:00
666,888,2012-05-27 12:00:00
1063,3132,2012-05-27 12:01:00
552,2338,2012-05-27 12:03:00
17,888,2012-05-27 12:05:00
754,1226,2012-05-27 12:06:00
1059,4794,2012-05-27 12:08:00
352,3308,2012-05-27 12:09:00
604,3450,2012-05-27 12:09:00
943,4302,2012-05-27 12:10:00
756,4147,2012-05-27 12:11:00
893,1460,2012-05-27 12:13:00
771,3911,2012-05-27 12:13:00
856,1483,2012-05-27 12:15:00
823,1989,2012-05-27 12:17:00
66,3769,2012-05-27 12:20:00
234,4716,2012-05-27 12:22:00
492,3333,2012-05-27 12:22:00
25,2514,2012-05-27 12:23:00
577,2773,2012-05-27 12:25:00
107,638,2012-05-27 12:28:00
925,509,2012-05-27 12:29:00
324,1281,2012-05-27 12:30:00
140,75,2012-05-27 12:31:00
140,181,2012-05-27 12:34:00
886,888,2012-05-27 12:35:00
62,1244,2012-05-27 12:35:00
437,4794,2012-05-27 12:36:00
557,4499,2012-05-27 12:37:00
963,269,2012-05-27 12:37:00
400,1679,2012-05-27 12:38:00
918,4895,2012-05-27 12:40:00
757,5077,2012-05-27 12:40:00
1051,125,2012-05-27 12:41:00
339,4794,2012-05-27 12:43:00
682,3188,2012-05-27 12:43:00
893,536,2012-05-27 12:44:00
75,2590,2012-05-27 12:45:00
1051,317,2012-05-27 12:46:00
209,3949,2012-05-27 12:46:00
209,870,2012-05-27 12:46:00
186,5024,2012-05-27 12:48:00
958,4874,2012-05-27 12:50:00
713,3688,2012-05-27 12:51:00
500,4352,2012-05-27 12:53:00
701,1924,2012-05-27 12:53:00
963,424,2012-05-27 12:54:00
197,3679,2012-05-27 12:55:00
666,1561,2012-05-27 12:55:00
11,2226,2012-05-27 12:55:00
959,4984,2012-05-27 12:55:00
259,4529,2012-05-27 12:56:00
582,3142,2012-05-27 12:57:00
386,1241,2012-05-27 12:57:00
1008,591,2012-05-27 12:58:00
1008,4907,2012-05-27 12:58:00
35,1726,2012-05-27 12:59:00
882,4669,2012-05-27 12:59:00
958,4365,2012-05-27 13:00:00
318,4973,2012-05-27 13:01:00
544,4741,2012-05-27 13:02:00
211,2563,2012-05-27 13:02:00
210,2728,2012-05-27 13:02:00
454,1804,2012-05-27 13:03:00
454,2559,2012-05-27 13:04:00
454,1450,2012-05-27 13:04:00
454,3020,2012-05-27 13:04:00
577,4932,2012-05-27 13:04:00
666,4466,2012-05-27 13:05:00
1068,1601,2012-05-27 13:08:00
714,2783,2012-05-27 13:11:00
1048,3678,2012-05-27 13:12:00
180,2867,2012-05-27 13:12:00
336,819,2012-05-27 13:13:00
571,1339,2012-05-27 13:15:00
718,745,2012-05-27 13:17:00
952,2613,2012-05-27 13:18:00
747,497,2012-05-27 13:22:00
407,7,2012-05-27 13:22:00
249,1362,2012-05-27 13:24:00
249,4058,2012-05-27 13:24:00
771,2969,2012-05-27 13:26:00
186,380,2012-05-27 13:27:00
324,4346,2012-05-27 13:28:00
832,1013,2012-05-27 13:29:00
656,2602,2012-05-27 13:30:00
532,1693,2012-05-27 13:31:00
65,2481,2012-05-27 13:31:00
532,1673,2012-05-27 13:31:00
532,4325,2012-05-27 13:32:00
1059,2373,2012-05-27 13:33:00
19,3165,2012-05-27 13:35:00
519,621,2012-05-27 13:36:00
697,2158,2012-05-27 13:36:00
886,269,2012-05-27 13:36:00
1010,2024,2012-05-27 13:37:00
557,4794,2012-05-27 13:40:00
326,1125,2012-05-27 13:40:00
508,3685,2012-05-27 13:40:00
344,2152,2012-05-27 13:42:00
923,1516,2012-05-27 13:42:00
1051,3710,2012-05-27 13:43:00
967,3215,2012-05-27 13:43:00
412,4529,2012-05-27 13:43:00
264,2912,2012-05-27 13:44:00
823,888,2012-05-27 13:44:00
407,534,2012-05-27 13:45:00
809,722,2012-05-27 13:45:00
429,2333,2012-05-27 13:46:00
281,2567,2012-05-27 13:46:00
823,2613,2012-05-27 13:46:00
1030,611,2012-05-27 13:47:00
809,2762,2012-05-27 13:48:00
407,2290,2012-05-27 13:50:00
809,1141,2012-05-27 13:50:00
658,3111,2012-05-27 13:51:00
833,2965,2012-05-27 13:52:00
980,341,2012-05-27 13:52:00
454,2752,2012-05-27 13:53:00
1060,2371,2012-05-27 13:54:00
365,4707,2012-05-27 13:55:00
176,1709,2012-05-27 13:56:00
1060,4520,2012-05-27 13:56:00
34,2345,2012-05-27 14:01:00
986,4328,2012-05-27 14:01:00
91,2203,2012-05-27 14:02:00
904,3519,2012-05-27 14:03:00
764,1021,2012-05-27 14:03:00
689,4670,2012-05-27 14:03:00
700,993,2012-05-27 14:04:00
809,5133,2012-05-27 14:04:00
515,1184,2012-05-27 14:04:00
715,1845,2012-05-27 14:05:00
494,4726,2012-05-27 14:06:00
216,643,2012-05-27 14:07:00
10,3721,2012-05-27 14:07:00
125,4004,2012-05-27 14:09:00
19,2743,2012-05-27 14:11:00
800,3106,2012-05-27 14:11:00
771,1045,2012-05-27 14:11:00
771,3414,2012-05-27 14:12:00
771,4483,2012-05-27 14:12:00
771,1477,2012-05-27 14:12:00
376,769,2012-05-27 14:12:00
433,2783,2012-05-27 14:13:00
1033,623,2012-05-27 14:13:00
788,2051,2012-05-27 14:17:00
175,929,2012-05-27 14:17:00
1032,2332,2012-05-27 14:18:00
312,1226,2012-05-27 14:18:00
1048,2243,2012-05-27 14:18:00
36,3938,2012-05-27 14:18:00
25,2514,2012-05-27 14:19:00
830,128,2012-05-27 14:19:00
788,996,2012-05-27 14:20:00
91,4092,2012-05-27 14:23:00
373,2899,2012-05-27 14:24:00
670,2670,2012-05-27 14:25:00
228,1219,2012-05-27 14:25:00
397,3351,2012-05-27 14:27:00
486,3949,2012-05-27 14:28:00
486,4503,2012-05-27 14:28:00
486,1597,2012-05-27 14:29:00
196,2672,2012-05-27 14:30:00
264,4806,2012-05-27 14:32:00
176,4931,2012-05-27 14:32:00
318,355,2012-05-27 14:32:00
349,66,2012-05-27 14:33:00
249,2209,2012-05-27 14:33:00
856,4147,2012-05-27 14:34:00
382,1339,2012-05-27 14:36:00
739,4370,2012-05-27 14:37:00
754,2567,2012-05-27 14:37:00
601,4621,2012-05-27 14:37:00
704,2171,2012-05-27 14:38:00
304,1569,2012-05-27 14:41:00
1065,4837,2012-05-27 14:45:00
764,1569,2012-05-27 14:49:00
887,2585,2012-05-27 14:49:00
618,1392,2012-05-27 14:49:00
858,1525,2012-05-27 14:49:00
541,3466,2012-05-27 14:49:00
959,4332,2012-05-27 14:49:00
1048,1477,2012-05-27 14:51:00
1048,976,2012-05-27 14:51:00
1048,552,2012-05-27 14:51:00
174,4934,2012-05-27 14:52:00
633,4570,2012-05-27 14:53:00
982,4174,2012-05-27 14:54:00
985,4869,2012-05-27 14:56:00
985,4463,2012-05-27 14:56:00
955,1838,2012-05-27 14:58:00
923,4220,2012-05-27 14:59:00
673,1692,2012-05-27 14:59:00
948,3413,2012-05-27 15:00:00
318,4973,2012-05-27 15:04:00
622,1305,2012-05-27 15:04:00
436,4817,2012-05-27 15:06:00
860,3059,2012-05-27 15:06:00
916,4846,2012-05-27 15:09:00
886,2942,2012-05-27 15:09:00
771,3249,2012-05-27 15:11:00
519,4794,2012-05-27 15:11:00
91,1072,2012-05-27 15:12:00
304,3907,2012-05-27 15:14:00
618,1242,2012-05-27 15:16:00
1070,1494,2012-05-27 15:17:00
563,4305,2012-05-27 15:17:00
70,2591,2012-05-27 15:17:00
1070,1939,2012-05-27 15:17:00
575,3454,2012-05-27 15:18:00
2,1628,2012-05-27 15:18:00
2,558,2012-05-27 15:19:00
991,467,2012-05-27 15:20:00
504,1881,2012-05-27 15:20:00
894,1047,2012-05-27 15:21:00
872,1656,2012-05-27 15:22:00
980,843,2012-05-27 15:22:00
294,888,2012-05-27 15:23:00
945,2108,2012-05-27 15:23:00
155,380,2012-05-27 15:23:00
125,1369,2012-05-27 15:25:00
871,3424,2012-05-27 15:25:00
947,1871,2012-05-27 15:27:00
337,2721,2012-05-27 15:29:00
135,3290,2012-05-27 15:31:00
271,179,2012-05-27 15:32:00
142,3724,2012-05-27 15:32:00
473,173,2012-05-27 15:34:00
142,3958,2012-05-27 15:35:00
1008,2512,2012-05-27 15:35:00
176,912,2012-05-27 15:37:00
563,4004,2012-05-27 15:39:00
680,4322,2012-05-27 15:39:00
842,3290,2012-05-27 15:39:00
842,2282,2012-05-27 15:39:00
842,2282,2012-05-27 15:39:00
842,4827,2012-05-27 15:39:00
1030,1868,2012-05-27 15:39:00
1000,4362,2012-05-27 15:39:00
842,3290,2012-05-27 15:39:00
842,831,2012-05-27 15:40:00
842,4364,2012-05-27 15:40:00
842,3650,2012-05-27 15:40:00
842,2242,2012-05-27 15:40:00
704,907,2012-05-27 15:41:00
842,334,2012-05-27 15:41:00
842,4364,2012-05-27 15:41:00
893,2713,2012-05-27 15:41:00
842,2636,2012-05-27 15:41:00
344,987,2012-05-27 15:43:00
